time_index,year,month,region,co2_ppm,temperature_anomaly,rainfall_mm,humidity_pct,enso_index,volcanic_activity,ocean_heat_index
34,2032,9,India-Delhi,446.7175658766238,4.938306275290542,131.04749163556934,63.229057937648435,-0.8928094604719425,3.5478656800548953,2.313045826218907
35,2042,1,China-Beijing,418.75798318743756,3.155985226092012,270.5653187594853,62.15862785794692,0.6434777585466533,2.646765935159763,4.947413111887246
36,2031,2,India-Kashmir,445.65698945393683,-1.6840684314422907,46.90929940781496,79.84760980789531,1.477021528834518,2.7384248360783565,0.7673191081626018
37,2035,1,UK-London,401.72685814227543,3.270817438981478,498.1209118815101,47.18869610498389,-1.6522377744532157,1.2026318681540027,4.8922261794376745
38,2035,10,India-Delhi,425.31355372930966,1.1661006361645123,414.618972395127,32.83929929335545,-0.3488948352602024,4.134312792586517,1.088825257913964
39,2032,6,UAE-Dubai,389.82739304349917,-0.8985654266522083,257.2881479703078,69.78415178186995,-1.8905578407567831,2.347797320063545,4.6840732734261765
40,2043,4,India-Kolkata,411.7315105245516,0.07821896072724277,214.97296876376788,72.3775714096023,1.878441359194571,3.4993283696168924,1.6223038161750447
41,2029,11,India-Gujrat,431.3214958931098,1.7495531471043706,88.46637137661928,61.482681020118875,1.1881492615365943,4.125664600747126,1.9954697554524796
42,2038,1,India-Kashmir,421.68786996952826,-1.4349016663849743,27.677928992109692,34.315501519726396,-0.7656632770528584,0.8182475885633866,2.824650381781253
43,2041,6,India-Kolkata,406.7396661370797,3.3941219799004942,262.9169824337929,64.49013474535758,-0.2344820254836546,1.8327074739865246,2.873481581920239
44,2041,10,UK-London,397.41361846104115,-0.17573529479837546,493.073045179368,31.42502135444105,-1.3241036245891884,2.78065059471687,2.2239930067657436
45,2045,1,India-Chennai,396.4128272744382,3.7289601391409395,479.4282930463927,87.34747746048215,-1.92260418665784,1.2576514777244863,3.255905799756031
46,2045,10,India-Kolkata,401.39936215621407,2.4058395625313347,81.21496957421392,38.55413762817689,-0.26997522660352846,2.1624968692658713,4.454668498279807
47,2034,5,India-Gujrat,434.4807498795921,-1.9793348113482079,242.75235557655094,35.348499065411126,-0.8377855028631247,4.834904319903968,2.83396991749644
48,2031,7,India-Delhi,422.1936396464308,1.711513245204948,141.94667012961216,31.312603256005744,-0.10712852654264671,3.7426596342481098,1.1555133247428906
49,2030,8,India-Kashmir,428.1505962422673,-1.9920155139741946,85.23003974552019,66.83335720012386,1.5359086562546653,1.362037858608474,3.3707916082814906
50,2037,9,India-Gujrat,420.95232227041134,0.9025529555904752,250.16781173082575,89.97994119043072,-1.0838868269581803,0.4829439506603672,4.008068624088834
51,2037,10,India-Chennai,396.20454005067324,0.31833750987224896,207.9752153443391,72.38294030016675,1.109928821288149,3.7324345837700874,1.2125107708407041
52,2025,10,India-Delhi,394.4876937201746,4.601803241988391,102.73546957477147,83.8721142291648,0.6551628891177885,4.245574346027091,4.617073077007601
53,2027,1,India-Mumbai,382.93739396345626,3.764808776208887,86.43996678105154,51.29700672117991,0.24208550937820217,3.4750734023848917,0.30100312869793533
54,2035,5,India-Delhi,386.0857341997087,2.9786719570412146,14.58907537437726,61.75871038324617,-0.07675400653228026,2.495445889599875,3.913855380829772
55,2043,7,India-Mumbai,392.01979956378426,-0.2787702812605777,417.45299445071487,88.12690143774353,0.16091307803682442,1.1267435899580203,0.38017001899096514
56,2044,6,India-Mumbai,416.5702724741734,-0.047663273379506155,299.7990024045853,57.35181959219474,-0.5299506331753556,1.2416687149125083,0.9109929729501876
57,2044,4,India-Chennai,387.61945475795625,0.0011578641923977173,160.41416932326135,72.15643454886761,0.7516089925128804,1.9043107337083427,1.3300425403730936
58,2030,7,UAE-Dubai,415.00905524803096,3.8116974490778075,244.0358072479853,53.41875661683529,1.1595487839051537,3.7401009228429687,4.541067345829725
59,2033,11,USA-California,407.99644712907804,-0.92567541499606,10.365296394403256,89.8320424793555,-1.2310985507101817,3.8331068706361298,2.9625009680799375
60,2035,5,India-Kolkata,399.06011280686937,-1.2659330486809723,354.43431888961356,32.86101967888132,-1.7535353402331295,3.8194277857998777,3.9799208396136954
61,2041,4,India-Kolkata,406.89993984091365,3.286217055574493,26.587718214699795,70.54962183949965,-0.8144739924743334,2.9162426580514937,1.533080344193064
62,2038,8,India-Mumbai,431.6534662533634,4.066728885408624,354.26379072403904,48.46539788226868,-1.3448680969041464,2.1579758105719415,3.0513830945071434
63,2036,3,India-Gujrat,432.8269704275291,1.2888887473128978,136.42894510109267,36.434451339338246,-0.7383697405476726,0.8655236627928081,2.1008328690268057
64,2032,12,India-Kashmir,423.7734146222153,-0.7550894408978608,483.92971678586247,36.30217212393793,-1.7897749676372912,2.0535978892194646,0.04795898475693117
65,2038,5,India-Kolkata,399.17507286354635,4.850627742346655,318.92247955922664,83.19908091405084,-0.6974692274656826,0.3257735068836143,3.3610389249061385
66,2045,5,USA-Texas,394.5309626329143,4.1555360652664515,195.5922055701022,48.5398338003459,1.061291889068472,3.2733057956177687,2.4333794002088114
67,2034,3,UK-London,399.4041809472516,0.9397222993188041,199.49700765162393,81.63071059801331,0.5004312615961304,0.46856913066241235,0.06930828186995086
68,2026,12,China-Beijing,439.51415068024147,-1.168943402330176,336.87158240747164,68.65000809618743,1.060370787501213,0.6621292793628941,1.8753304008415672
69,2045,9,India-Delhi,448.1454818262735,-0.9638041815106062,68.68061623782722,44.780814993420066,-0.9995493326886522,0.5032826219812669,3.4086135813461715
70,2028,2,USA-Texas,393.7868044313597,-1.634895754744158,410.37643827900393,85.74396626430875,-0.8435797371276346,1.495391403540386,1.397385614067288
71,2045,6,India-Chennai,392.1568830202829,3.7574260629980127,169.60598165875547,84.86791402580195,-1.9838563527766562,4.642303108393918,3.231269055362362
72,2036,5,USA-Texas,413.8149858773183,1.8939997059929752,201.07711881804474,54.572443389590816,-0.9237508805335763,3.3700120230748505,2.471387141281503
73,2033,12,China-Beijing,413.1094146729976,0.4445868142647509,381.9670021157291,65.8116838194224,-0.23972064558959794,1.787200924387281,4.153786748726846
74,2043,4,China-Beijing,417.67557026740025,3.971948356849145,282.1682275253462,70.10664333576187,0.5613652237832572,3.543060784899331,3.6179845536495807
75,2032,10,India-Kolkata,399.19691369274096,2.8564718665114164,204.69870009817177,46.54104302701266,-1.78601335264338,1.6970396826005252,0.002320487254998116
76,2034,9,India-Mumbai,448.2788828944916,-0.8003440602332474,11.774548394824114,86.39864221856547,1.5860715354410861,4.791127751259886,4.470475634102026
77,2041,12,USA-Texas,433.79766733948895,-0.797109625405884,19.626253960281225,81.97800084134312,-1.1196203956958395,4.601218373028409,3.490728739629959
78,2030,1,China-Beijing,438.7264439814052,4.157583691315294,297.37120061140615,83.41625542718546,-1.1414213430338402,1.6532065070710789,1.747215421489921
79,2037,11,India-Gujrat,387.1607215631574,4.728753386504144,394.60526543792025,89.0356864887171,-1.1525559402692482,4.195124033791732,1.0772298061368275
80,2028,4,India-Mumbai,410.83030719584946,0.7836122142460158,370.28162961988306,53.23010239956071,0.14931466177026875,2.104534986036915,3.7716446441194194
81,2045,4,USA-California,417.3982648322654,4.073003361167679,328.9357196985873,48.00674720108442,0.2736275446982872,2.0142984160287543,3.2110968994569293
82,2041,2,India-Delhi,441.4321851178146,4.784163315410461,203.83747553319643,50.5230286807295,0.8380161116212972,0.48172832969946067,1.7987819837365744
83,2027,1,India-Chennai,422.168403720507,-1.057631725978855,457.89950701925716,55.881417064521294,1.5742145015492355,1.0048127705491783,0.8779785613042396
84,2025,9,India-Mumbai,388.68892597995125,0.411697742738089,231.33600864334252,85.33964018320563,1.1272924384853367,1.6887366460727145,0.1602693915391712
85,2029,2,India-Kashmir,431.12902593749476,4.579189585327188,55.34234349616035,87.27923517751941,-0.8481194333624922,2.753515787987439,1.3655637612663245
86,2043,6,UK-London,409.45539543385837,4.663416363457635,282.09069003887396,46.53988507597285,1.8460902395374292,1.971305168088917,2.929500033517737
87,2039,4,India-Kolkata,390.0179119476429,2.3291146001684018,227.13209101311588,65.88477638595847,-0.47072070328589577,4.567768308161735,2.428928761166538
88,2045,6,India-Kashmir,442.5140102101331,-1.989758584156807,301.1271478772543,52.27055668033912,-1.743857985239837,3.0406588207724443,4.0997931601410205
89,2036,4,India-Delhi,388.00111927367743,-1.9581028197167991,117.91063921946149,44.21167758649169,-0.7070194797537219,0.6421886685432249,2.924353148455862
90,2026,6,India-Kolkata,414.9019767721977,2.0462774021775427,434.4631945313738,84.35778954436671,-1.3544339768588305,2.0485644067465576,0.20414835343362636
91,2045,9,India-Kolkata,404.1965953531968,-0.4512113978637211,465.2856925825804,44.602705829968,1.1863514427851873,3.9208752544462584,1.0084708662490165
92,2038,12,UAE-Dubai,443.6932527335274,-1.9792205490522667,458.3201678952551,38.68548963951939,-0.730997704859556,2.6509689654575146,0.908677267378421
93,2027,1,India-Mumbai,392.97351514261834,4.699249095451982,282.0258253141204,32.684439724239255,0.9150702459910689,4.2947617618509355,0.733885749839146
94,2035,3,UK-London,381.24924614966704,3.415831509658247,378.33206358908166,53.39557852228421,-0.295839568954682,2.156424238204395,4.1979442686379596
95,2041,10,India-Chennai,400.9354664955896,-0.6622092004971709,397.69708142813386,40.912683826572845,-0.6073885299326789,2.805112247432816,4.473644186046072
96,2041,9,India-Chennai,446.79358949696245,0.22404262156599142,210.6291873388604,36.38980151185739,-0.3677187779502207,0.8345249119204307,2.5641081981067213
97,2034,8,India-Gujrat,422.3963910743884,4.098896989693639,331.6856503044681,72.0412754249766,1.8862849956939085,1.115397858362811,1.420838635173443
98,2040,11,India-Mumbai,420.35158570913984,-0.32584323739662313,302.4354804821622,36.88813112334078,-0.29235967322729417,1.3751237504552682,1.3650188255105995
99,2032,8,USA-California,402.5229912504614,-1.1461685171484959,344.0864312764167,87.88290723897006,0.3567658368910598,4.416334514147825,2.8223050646315144
100,2029,9,India-Delhi,415.9543518957918,-0.02280472972535108,188.69819283042344,89.57699638548925,1.4838456517903151,4.544559239828829,1.1072919112238804
101,2025,11,India-Mumbai,427.8373148637159,-1.7769293735560292,437.96152845956533,64.12374764321716,0.12198239537108257,0.1361775526344461,2.5011896678776564
102,2037,8,India-Chennai,423.49272765986626,1.6752149298171206,412.8065602558569,38.97915670734572,-0.2798462302253162,4.605754796005719,4.609379971867435
103,2034,8,India-Gujrat,415.82581633891215,3.9604232797416845,476.41088958195917,64.74186487149561,1.3334723492290315,3.1106970377485528,2.9779008469066044
104,2028,6,India-Chennai,434.2059391768654,-1.5576409127874355,428.47214586381114,89.78872965913675,-0.792321523077681,3.773609706503424,0.3122117448214923
105,2045,6,China-Beijing,392.0138382862757,0.6604467468645225,402.55747409417455,64.97060394076524,0.36184795669010184,2.854977910115408,4.115207702534838
106,2032,3,India-Gujrat,400.5467535673604,-1.975705098047702,246.55539625558225,84.75899583872771,1.6066770321345678,3.778945028042961,0.02508056583692464
107,2038,1,India-Kolkata,403.7967471334198,2.1885105953966226,355.4136870704057,69.85352065278227,-1.0006755975452881,2.3287121594929863,4.302635627328309
108,2036,12,UAE-Dubai,427.6913108825251,-1.1485771740138326,216.82087191408294,52.42698554351836,1.9232871267406635,1.3804939269103522,0.597462896946066
109,2031,11,UK-London,443.6948303904273,-0.4626538420228843,341.60407501576276,38.54479205197215,-1.205561574797835,2.914533347311246,4.6833699780431175
110,2032,12,India-Kolkata,435.8796612587974,4.088436061780239,348.1159165917097,48.422822976622385,1.9899319364493988,3.4755347675940467,0.39637404357493966
111,2045,7,India-Chennai,428.1644518581687,1.7365388204949674,462.1347001215726,49.47948359309926,-0.7579834694308629,1.5390133270403976,1.6912364781030682
112,2034,2,India-Kashmir,388.00370252280624,4.41019825388736,235.52748166949218,44.196993160692145,0.4787928132010535,4.2625996071509995,0.1697431657379972
113,2045,4,India-Delhi,397.2721657150381,2.4189723403364036,160.52756801079755,44.73778767378775,1.6899881017255667,0.994666596137514,3.5142436537806816
114,2032,12,India-Chennai,387.89783966555973,-0.8288143612473955,167.87202854925997,78.81683724368548,1.1647045033455568,1.8934899950700201,4.153948260712086
115,2044,3,India-Mumbai,425.4925895068164,4.181389984015656,37.729769657948495,33.03096957787585,0.2991765556575099,2.1896740434318183,0.7393115613521123
116,2028,6,UK-London,392.66722765568136,-1.3699994160809847,488.61630122782776,42.50285768487014,0.8857239748715227,4.665048892590829,4.513987035269203
117,2044,6,India-Kashmir,440.1959753338898,0.2550237512379674,400.75570209834876,83.84738782841004,1.8272531851986042,4.581093684887952,1.9074022760154157
118,2028,9,India-Kolkata,404.3331459097173,0.7930036688984616,42.955838877103524,84.54773623649999,-0.9406705352898017,3.529328270951997,3.6692273448698502
119,2032,8,India-Chennai,399.7859800896208,4.692906885680362,489.06319131592346,46.05932792256565,-0.864749775693602,3.053054000900599,3.495386360787233
120,2025,9,UAE-Dubai,381.3375309585113,2.938104297413058,77.80492952695428,59.182389643086495,1.9701667575197455,1.9283041348648589,1.2432307059146748
121,2025,10,USA-California,410.2747865316056,-1.785956358344225,194.6906115975654,63.946360670080125,-0.10044422830110555,3.2028565114893235,3.9292727623563612
122,2027,2,India-Kashmir,446.1457467267451,-0.5801566965612706,486.88441606892934,75.86643355619833,-1.064056239014001,4.958219651376871,1.7187855734718789
123,2039,2,India-Chennai,426.2083931066995,4.230766151112093,18.387767103472562,82.83144526240977,0.872730595479537,1.083514959572371,0.5260887313295237
124,2032,11,USA-California,444.0335540593522,4.883464617602595,285.08275685207917,84.03915960706945,0.08492993209471544,3.824004407348898,0.4166032339147069
125,2034,9,China-Beijing,425.34418774640073,2.374216503017619,483.42750715960585,80.74806919872346,-0.8221437042624622,3.593271612837377,2.456808860768065
126,2041,7,China-Beijing,430.5964743304913,0.6117933978988113,446.281741109232,59.186427785696864,-0.9504429353698329,3.5236726832792336,2.6058918039723578
127,2042,8,USA-California,389.9660224512175,3.1719993669990707,115.79094651237826,55.83331421492659,1.8234818169209612,4.269785438796768,1.1305711301824588
128,2029,8,USA-California,411.84071139502527,1.3724501260235766,472.19518046211203,79.33426094668593,0.7036747136847574,2.4037236222708573,1.9625492803667304
129,2034,7,India-Chennai,447.3094701062504,2.4522841734937018,65.50885623340552,68.58489825142468,0.02480203165626138,0.7795924906282109,1.046018319708768
130,2026,1,India-Delhi,388.5488810776439,2.3447498578887576,400.45125699561845,75.86179428876898,0.2455808960095367,0.06930999220661704,4.4270615412591665
131,2031,4,USA-Texas,425.4086708296652,-1.8644672115357195,182.10644238924678,63.06121322557478,-0.1809475060061434,2.392983102239803,4.807706120151013
132,2030,6,USA-Texas,407.8539516677564,0.4692716639452885,353.32310314147395,44.21372225676801,-0.6398547263043337,2.827224269820044,3.3427598258933107
133,2042,2,India-Kashmir,420.2837432095332,2.75876643721665,180.39712797195227,39.46937653541802,0.3549549946034065,0.5264036263895333,0.2968382351704618
134,2038,8,India-Kolkata,424.72749015263463,2.2263150527407793,386.85984331033103,75.79011132315372,-1.2986907239966596,1.013844185200345,2.316636343954869
135,2045,2,UAE-Dubai,414.2346015887367,3.262994186542705,152.5298190324556,65.4634698862,0.545876240266197,2.155833934837792,0.7856738928109808
136,2035,10,India-Gujrat,426.4174253978125,3.4822832317747645,202.27690206530391,68.48197820239011,-1.950809311696199,0.8754622140288487,2.4119839780739207
137,2028,9,USA-California,402.19165382835354,-1.4666177924857533,482.1039531530245,44.34010365007393,-0.3799289727377504,0.4848509373107035,1.3993618504175864
138,2031,7,India-Kolkata,436.4965418467029,0.47906908326086306,460.4957295253243,55.31720925781734,-0.7792624557906609,4.118306285979015,0.344552141746195
139,2032,7,China-Beijing,401.7890620474781,3.4104036571736147,277.5669283571111,59.96591233196736,0.13578773632475105,2.0287350749772983,1.1889075337756538
140,2027,8,India-Kolkata,412.83990658295716,1.8575947397649162,418.5087690747897,50.035049991678356,-0.8214658506214909,4.252783124281885,3.0908850487640094
141,2031,6,UK-London,403.5358023846702,2.3035914573346066,154.44141031312353,41.52197491438517,-1.5427444907556533,4.160503878472656,2.7768178820490537
142,2031,9,UAE-Dubai,386.5989083793855,2.8928520836021834,39.22863097493473,84.25672226480111,-1.4703584618808416,0.44836640862579935,3.0635539929583757
143,2041,9,India-Mumbai,433.9773427760912,-1.3240213082431689,132.83557316059907,70.90348355118049,1.3278058138198126,0.16325436229598422,2.290072957174826
144,2044,3,India-Kashmir,394.7756321279248,-0.9484092192387554,2.2449888119451256,59.15821798111381,1.1632777886250945,2.6340399197223343,3.2367288953784312
145,2042,7,India-Delhi,397.777721098621,0.5258833973234571,452.1790331096462,53.468524431361885,-1.781478135108332,3.244532689281922,4.282331175165766
146,2030,3,UAE-Dubai,403.44775564453863,1.3463933823648757,198.84494795039558,47.73375512085245,-1.6159916555797809,2.413725046091196,3.9933653686515465
147,2032,12,UK-London,423.32490428897376,3.4867658900753,1.4709129896195994,86.60325919020414,-1.053927290554788,3.841264057574743,3.9918382253822844
148,2040,5,USA-California,447.8729248049987,2.8081149545738153,498.50410586153436,87.21329237273032,0.8700487112706123,1.926413209955124,1.229955566954501
149,2034,5,USA-California,445.4990004422379,1.004553408666328,243.57115306823195,62.18268338114849,1.922102334635162,2.3115593028479164,4.285165313230028
150,2041,11,UAE-Dubai,400.07397437321146,0.15265343204183823,137.5798903064291,81.14884780843573,-0.6042980024927562,1.706237353340656,4.325488866047094
151,2030,5,USA-Texas,444.9493782559679,-1.2492228675348322,249.66321088665484,73.03439435518196,-0.4307405998718359,1.54306970624692,2.8176697780347393
152,2027,9,China-Beijing,395.975788981555,1.720469663070355,166.53935972866208,47.61901431462026,-1.810984440027314,4.47043234054139,1.0498243296446548
153,2039,12,USA-California,447.0686407240243,2.5984241555283942,33.38920772536813,52.333177341940676,0.8443081683088285,4.123233070081598,0.9723665817099697
154,2027,4,India-Kolkata,433.07966758293907,-1.5431386407507446,126.49048594699718,41.009362357968584,-0.7902114598295662,3.6631688722457216,0.3298901554936079
155,2025,2,India-Kashmir,434.22932242082504,0.038142754263733814,78.33926559601001,68.4598095305008,1.4357389605843158,1.4134908825337948,2.3959559699149953
156,2035,2,India-Gujrat,429.70612835469024,1.204803464070186,359.65104856556337,60.735332764266005,-0.1547923289969133,0.9729563246862816,1.2483652347271645
157,2033,12,UK-London,390.9236786193562,2.0904828442858383,441.4850878108271,74.16813020368762,-1.2802916164908895,3.3141046393597557,2.2766241286039164
158,2040,8,UK-London,439.13651902982076,-0.5090968874434658,82.31648185317825,45.59914148417423,0.06729748196973206,3.8062711092086756,1.436610323780011
159,2037,7,USA-Texas,400.9064184473556,0.904104853709252,142.04465006564388,31.043733291164447,1.2931485595470456,4.391651094002148,2.716835463986076
160,2043,10,USA-Texas,420.10421576044234,0.8882372205150872,141.29973792536472,72.41188081572162,-0.43323430886769154,3.1206578689111075,0.6867436913140579
161,2036,1,India-Gujrat,413.65911526877744,-0.9271117873831445,158.0707102265842,55.82260908143958,0.9736350812662198,1.9080846231342208,2.3246664720626633
162,2029,11,USA-California,429.94696618731206,-0.9288650018414226,388.41443097531237,54.25322378307469,-1.32575950661044,4.775064655129723,3.039949128936663
163,2035,5,India-Gujrat,446.0326725375695,2.5409902017163546,489.81764383080895,35.34589775591653,1.7774064420460198,0.7607839339772166,4.480003016682428
164,2039,9,UAE-Dubai,415.7583867925932,3.3495086755798056,263.9537142442854,37.27776128399431,1.590733393866163,0.8629718512755102,2.5385993955958694
165,2045,7,UAE-Dubai,426.8163260035591,1.998591469098682,177.9639327008548,69.08530547232115,-0.2610846858144793,0.8047125944772571,1.0352320938786619
166,2035,4,India-Mumbai,426.750479676418,0.31916297168142105,58.24854466205115,32.68802949471867,0.6432518104176328,1.1665443492965766,0.10463806861588265
167,2027,7,India-Mumbai,431.80407008815007,2.988789942800551,181.29942414662997,45.1010840359516,-0.4080650293150665,4.049705610828129,3.832322861197378
168,2031,7,India-Kashmir,405.6897395625594,1.1889240580091855,159.5392236956064,71.5807933829119,-1.1226977561714935,3.704226550752968,1.48188738604561
169,2041,4,USA-Texas,410.24266266600023,2.8018039228175855,423.17609670355694,34.726702412376,1.6151047678476953,0.45407758561595346,0.24379740521198068
170,2030,7,India-Gujrat,445.90933726359395,2.077718730684481,335.43686454504933,65.19398164466624,-1.0525365662813693,0.4912628416691178,2.2550186193037396
171,2045,4,India-Gujrat,433.0970836366826,-1.8236643105680095,231.7236945653972,87.73266674813192,0.6297371979416604,1.2751368390468232,0.8098489695691646
172,2039,9,UAE-Dubai,428.44962238306033,0.28756460727908495,218.77463363484955,55.22531979538905,-1.3884889005860872,0.2636851063009099,4.7970888788995545
173,2043,12,India-Mumbai,437.5674444318111,1.8340753433374113,34.559487739241725,45.732304270644114,-1.1919135409291686,1.7964036515657633,4.713846233242437
174,2038,12,India-Chennai,406.54142512588714,-1.7017885979833256,389.36863145498876,57.91800231250511,0.5181038735284931,4.703959385805999,2.2452920753571037
175,2028,12,UK-London,416.6878400365018,-1.806200068618065,236.64949931939788,54.22549562206848,-1.3673094066025673,2.2281857171192043,0.15422715729299152
176,2037,6,India-Kolkata,404.4531829558557,-0.5919531683690935,499.0281429032201,51.838844306570664,1.8688800624098758,1.8847807942398653,4.273427588312534
177,2025,4,India-Delhi,409.8101708543642,-1.7344025573750215,141.11741121415344,50.386843216216725,1.514414831280959,1.6862347637731294,1.5868466982014895
178,2040,4,India-Kolkata,421.6428462013049,-1.6878225671695946,88.11802774940026,35.78879876767488,-1.008856620769914,2.446327815101707,4.559369055376044
179,2029,9,India-Chennai,394.47120894938126,1.8537175966602155,393.6028375076281,44.70919507791507,0.5863439824691126,2.436393675532913,1.6073182798855512
180,2037,10,India-Kashmir,389.2561037852322,0.66829537333063,468.85165775203734,41.125239905180926,-1.9308478336985968,2.9967687899380397,2.296023814744113
181,2036,6,India-Chennai,383.678619181268,4.217963694390966,31.667429508771328,55.771494029993605,-1.4036790157372012,4.840316595656446,1.6982327952519327
182,2037,3,India-Mumbai,428.15454299609024,1.7911273591402725,30.441170326787837,89.71180933814168,-0.4614275782310431,0.9751528360703687,0.42055071591263427
183,2034,5,India-Mumbai,430.8965212984842,3.1317984011171998,27.951031044163688,68.2704894199542,0.12164854630677757,2.868845492197916,0.5877187290144809
184,2028,3,India-Mumbai,385.5846128860331,-1.5896000395712784,64.75016211914375,43.88694853046774,-1.3015262656137199,4.909785195777251,0.04897676023634223
185,2025,6,India-Delhi,409.05875514414134,0.852821548275672,497.5531401788916,42.70934248039441,-1.5152295750276465,4.983177214265466,4.1478482417066775
186,2043,2,India-Gujrat,409.707552887324,3.933783152907897,446.6690625895187,51.39829894125427,1.9640259756465905,0.34877770100689875,4.823742356443117
