time_index,year,month,region,co2_ppm,temperature_anomaly,rainfall_mm,humidity_pct,enso_index,volcanic_activity,ocean_heat_index,CO2_Reduction_Percent,Deforestation_Percent,Urban_Heat_Control_Percent,Irrigation_Efficiency_Percent,Water_Conservation_Percent,Renewable_Energy_Percent,Cloud_Seeding_Efficiency_Percent,Temperature_with_scenario,CO2_with_scenario,Rainfall_with_scenario,FloodRisk_Score,DroughtRisk_Score,HeatwaveRisk_Score,FloodRisk_Level,DroughtRisk_Level,HeatwaveRisk_Level,FloodRisk_Label,DroughtRisk_Label,HeatwaveRisk_Label
10,2030,7,China-Beijing,414.8000874943619,2.834500100025929,3.3021587835181943,73.77307326271813,0.3161385917761494,4.148783671725461,1.4938283282362574,80.12886637335123,59.77400731149134,52.19279544718602,67.87138392162943,54.418783794449574,63.633196110927145,3.7022824612301553,1.7538507270307648,411.39138424880923,5.021333353638331,9.559112111376653,-14.37913649960508,-19.824807742655953,Low,High,Medium,0,2,1
11,2031,9,UAE-Dubai,435.3593995312245,-0.7871220712802862,6.457930427873793,81.96903933661753,0.1082843096652781,4.207554817068266,2.24452082636544,43.18384916970797,59.49835165874834,94.72153079206022,75.94032941194094,24.34437721760205,35.24529330146113,85.21182221101246,-0.7035837467538433,433.7951905893266,6.538644533415994,16.249952320812092,-17.431092741114522,-38.31076256487639,Low,High,Low,0,2,0
12,2043,7,India-Kolkata,414.5014658094224,4.573612823721565,283.32120238358186,48.6466214707399,0.4387763049739117,3.780058762290514,2.894250167418171,33.90473079369586,17.442634301464967,36.103471819321776,17.707560698911916,27.712767182942088,96.66300681811745,0.3664018605156194,4.256552926040865,412.9806556127523,283.83715337541554,141.60881354155885,-86.9900369819907,-11.887456972104191,Medium,Medium,High,1,1,2
13,2030,5,India-Mumbai,436.2506172716702,-0.1882685153180585,206.5160361378468,70.20956141477589,0.0433301639099887,3.462251394180271,4.867349981409637,12.002943444065838,44.80362720207434,88.6384166121569,52.32345106381128,89.82053575241738,49.48730826953194,24.308649886367206,0.45805678192219373,436.09850637148764,207.3739719561817,99.16396698822967,-72.49365908684788,-35.18053257570945,Medium,Medium,Low,1,1,0
14,2035,12,India-Gujrat,447.7275916766748,-0.653968180729555,377.0168262116101,50.43727193290326,-0.1127673308721233,1.5114003023463762,3.2535984565704195,30.656457719764685,52.28667140035884,25.780349166610293,66.4976697988746,30.841609881755538,57.35123681850241,41.47660996785786,-1.0092938434587457,446.7176355046902,377.75589415426373,198.3956265208884,-127.03001974343753,-10.917715972719366,High,Low,High,2,0,2
15,2029,2,USA-Texas,432.6417316833736,-1.7313616948714867,271.9496978980489,38.82026509011083,-0.9369814680690478,2.693701661342414,1.175067820120893,78.5597825814821,52.58538356390172,35.561369268636156,85.5504854335957,11.629648179399988,33.10589924203129,63.028734923539,-2.946943653814767,429.2395963899385,272.26668470649514,149.5830277865381,-99.96887996019359,-15.992713899743322,Medium,Medium,Medium,1,1,1
16,2040,2,India-Mumbai,428.78573801830913,0.1597011749227741,42.78641494702284,37.34950144440699,-0.6630816491026748,0.6843083279707041,3.064521401081193,49.74525951182495,62.130599885724735,91.87263188491781,88.83510549891227,41.005717987292535,33.759749269327955,69.60402193488093,0.08352230353545331,426.9197810415751,43.258252504896966,32.06716262070739,-30.711087929837362,-36.69893937184585,Low,High,Low,0,2,0
17,2039,1,India-Gujrat,420.77771708791335,4.1464661556932745,486.2496962886751,57.91597784779444,0.6955924090473422,1.0619460153997502,0.8743110049917885,25.46144850283909,16.1373548329236,22.321628586801502,95.85792173494566,26.170762118773617,87.62808482449262,17.5635280134247,3.8604534715045076,419.6660182111006,486.3825463733943,242.79832721281952,-163.54216687040562,-6.612379351817896,High,Low,High,2,0,2
18,2032,12,India-Chennai,383.2681674083596,2.189947743386907,351.6608344553934,32.02233341644077,-0.8299871902638065,4.089804137097482,1.042181557209808,39.38163208488271,83.33434185931479,59.61796284777816,95.56058447754391,20.74985081498858,35.38134524921831,71.04524536555762,1.9984947301670342,382.1324292227086,352.7399598038617,197.2203122967276,-124.13470694460048,-22.648088301011043,High,Low,Medium,2,0,1
19,2030,4,India-Chennai,400.2615102129527,1.4886171032481514,442.1621003875777,64.73440791042034,0.1908697673057227,4.829914139886235,0.0739822621665797,77.1059185696138,52.50670658899246,17.37267561970818,56.272957726509354,79.05947652574734,47.21885149060392,14.349708639939918,0.1202254880529571,396.9312813503619,443.4503074124487,221.6652703777726,-144.2415935738153,-6.876934955051498,High,Low,High,2,0,2
20,2028,4,UAE-Dubai,395.7612684643705,1.7015177399011645,418.4996233497556,63.03328638932193,1.811971536433126,0.3920828273722998,1.4217225651820549,73.09206318996546,68.14226956898888,21.689521901067398,71.48089190125856,32.49161344970107,15.06059118691242,0.10094343334805522,0.45657169511252926,392.78808800056214,420.54187256815834,224.2152944648356,-140.2761114726542,-8.40186574335944,High,Low,High,2,0,2
21,2045,9,UAE-Dubai,394.7789570638524,0.8609757787048982,182.35737299105557,52.32371821906068,-0.0011377179242297,2.971036209244663,4.252862885547425,39.38213780612282,62.72261779215835,38.213551225816666,76.13297563199129,65.44307609153395,57.82775530228774,41.33324668978074,0.45546853484060845,393.4370763514678,183.4123865910247,97.43436341485307,-70.06812368976944,-15.012139369422302,Medium,Medium,Medium,1,1,1
22,2041,12,USA-California,403.1905097739187,-0.4947639923631923,410.27294646427725,61.44171016966659,1.659369526865989,0.9756537330726334,2.18974962361089,84.38878413903736,23.658181951898783,28.954490865167116,94.09717433228057,40.48519829129773,90.58827267464345,30.478664922475563,-1.8929947664922682,399.2076523864858,410.3731186243847,204.18697423950243,-142.6885683603684,-12.717593205962208,High,Low,High,2,0,2
23,2030,10,USA-Texas,399.8924887441072,1.9597311903364112,255.12413630641427,59.86586748178903,0.2339465001931544,2.547347773635886,4.052195311622823,27.062898367853506,59.45428428601003,84.55967805409162,86.65575301329254,16.235188535880006,32.64335470509864,54.8064031892168,2.2640700035202572,399.13388666857463,255.81163677121023,142.49506596423214,-93.16901363261347,-32.465429219524495,Medium,Medium,Low,1,1,0
24,2045,12,India-Delhi,415.7037355253194,2.0546634127578525,413.9265721203437,49.08580833332683,0.7607955007345164,3.126222292077205,4.935463477933284,96.30838846025888,37.44169795151786,2.924670352430536,32.44003248512096,93.80730184143444,30.86819229544754,53.54686223694609,0.1577423470769801,411.26273308182164,413.9788858141503,199.46049192424363,-130.6185753024385,-1.0752227327260264,High,Low,High,2,0,2
25,2032,6,China-Beijing,414.3670075253659,-0.2885877943631421,329.0661645286481,47.16297666016318,1.5727193087791602,4.36926510929967,2.938321896676943,46.465082747771035,51.86248615828109,27.530454618462162,56.20912578546656,63.40965937303255,33.36462905556393,7.263608936454824,-0.9425849031339412,412.56237824956014,330.4767669346674,168.11519744021152,-110.76188919874711,-11.57773278926523,Medium,Medium,High,1,1,2
26,2041,1,USA-Texas,427.8078795862137,2.775568104783808,403.7239047906434,60.18882752093805,-1.651593205195622,0.5246506766407855,1.435575790424572,3.0664040065501497,68.01782794156547,74.90089190097642,15.09527895678141,99.90508369155273,32.5835247264383,62.96589316168488,3.4632489436625695,428.3347376653018,404.50512176565667,202.67689252698742,-122.98529274358825,-27.882407394193027,High,Low,Low,2,0,0
27,2030,3,India-Gujrat,390.8497484341886,4.95058371751874,211.95187933044056,81.7966145224658,-1.3491784746977342,4.1617437256144125,1.4809005664156132,1.6201482302552694,65.85340385666446,64.3984500316015,76.11833276120258,61.00354889620755,71.00793334926824,38.07695840276738,5.56216525322965,391.4272750612425,213.16594227808514,114.1382825168004,-76.94858313437419,-22.422080860702813,Medium,Medium,Medium,1,1,1
28,2035,9,China-Beijing,401.8457865577342,-1.2321659199859392,242.8462871919453,44.31165099576369,-1.0018751697287924,3.196253861910876,2.4935841119362885,81.93054499454078,48.13307694407486,34.55931798381576,18.862064338095998,93.42454288785926,60.84564231093491,83.79882060300584,-2.5251836400385974,398.2305900774479,242.6143030882074,117.0621660497543,-77.56677725009685,-15.338837377549464,Medium,Medium,Medium,1,1,1
29,2043,9,UAE-Dubai,420.83455028557216,-0.8527955187514582,120.98953588343852,33.65152399876636,-1.746342873735586,3.371526691281754,2.50334908503263,60.37200218869627,6.012586043580614,4.869008667910046,27.686038868032746,49.45521907821454,23.766937117192576,78.73329591282447,-2.011545475846283,417.8760760365731,119.59524754648946,51.710355770676,-42.2204002278919,-3.1545307526717883,Low,High,High,0,2,2
30,2029,4,UAE-Dubai,392.4765734512851,3.573049979960909,248.99850322591757,42.456498233163565,0.5397959152543046,0.5009895440508821,4.894512069840824,44.589541433782095,70.82743804003427,83.69882890552516,67.5152931689369,78.7196294783632,15.413485073251621,82.83669038966231,3.5182474403405184,390.9553707599963,249.46659255932536,130.23760179600032,-86.93573742544879,-31.36858309800575,Medium,Medium,Low,1,1,0
31,2044,5,UAE-Dubai,390.1029112179643,2.4083261713731856,29.70364110622914,63.366718739353416,1.915384100015025,0.1353146513402719,4.175939922993878,60.43458239337335,85.43143853898518,26.194042062022127,12.22276819963749,77.4133053630381,53.805356670120084,70.56797001327324,1.4615749441259398,387.9354964836854,30.85522486213323,25.574382920154548,-11.116491120917091,-9.600671858333287,Low,High,High,0,2,2
32,2033,8,UAE-Dubai,433.66550020491024,2.334357254419848,222.316386910988,45.38888505601117,-0.1244219826908521,2.7528504023868794,1.1230486888597735,67.84461525293477,32.65763118141307,18.175396381455087,96.62331937690165,55.02066303347474,31.06137197301928,77.45168259524449,1.1592189131757036,430.5998457540776,221.7470821945255,109.66669784499172,-85.3851009684677,-6.574627204676613,Medium,Medium,High,1,1,2
33,2033,9,India-Kolkata,415.5435067173923,3.1577654434992306,367.74261998102986,34.25110270289984,-1.1372552689732092,3.898476433361479,4.909924756526005,45.811816212623114,43.47010954640215,12.964266107935686,5.4850450957014125,45.59265335195458,42.10832760102843,84.19165301025713,2.371171780326125,413.6876170022252,367.3628902072168,187.60394729713812,-110.35740736917488,-3.7630033749785996,High,Medium,High,2,1,2
34,2032,9,India-Delhi,446.7175658766238,4.938306275290542,131.04749163556934,63.22905793764844,-0.8928094604719425,3.5478656800548958,2.313045826218907,47.60840129224195,70.71420635963382,64.79193689656196,80.14307981894171,54.56988568109183,82.5834593974627,81.74819962345704,4.6340576184113225,445.044287875608,131.5339538338892,76.06726168861638,-53.63517906659057,-23.136340187577993,Low,High,Medium,0,2,1
35,2042,1,China-Beijing,418.7579831874376,3.155985226092012,270.5653187594853,62.15862785794692,0.6434777585466533,2.646765935159763,4.947413111887246,89.29179875862172,40.213343528408444,4.378133444421872,75.34129226887147,50.88455830209709,75.70201175292695,22.608099052381636,1.4139305853637962,414.69552668479065,271.3195570842899,137.54686994024806,-95.89855334491574,-0.9028950265504712,Medium,Medium,High,1,1,2
36,2031,2,India-Kashmir,445.6569894539368,-1.684068431442291,46.90929940781496,79.84760980789531,1.477021528834518,2.7384248360783565,0.7673191081626018,45.956422877986135,6.815493690277785,14.473372721815547,51.61680321248109,29.945404198928948,29.085374216507176,37.27602967606778,-2.4584631617838584,443.42732324694026,46.36824362500194,19.239689079798517,-25.217218994710343,-7.264426985796534,Low,High,High,0,2,2
37,2035,1,UK-London,401.7268581422754,3.270817438981478,498.1209118815101,47.18869610498389,-1.6522377744532155,1.2026318681540027,4.8922261794376745,11.978030570798214,18.142296665784297,99.11563451346417,80.83822930080596,65.76498393859298,21.531546200872263,42.19881924836052,4.022413172700156,401.30937958039334,497.8212043965164,241.2002944102749,-163.90504191003603,-37.23280590176557,High,Low,Low,2,0,0
38,2035,10,India-Delhi,425.31355372930966,1.1661006361645123,414.618972395127,32.83929929335545,-0.3488948352602024,4.134312792586517,1.088825257913964,0.13700442321871176,76.74658147879299,50.47558028490883,69.65053206886438,37.51878968134979,34.46843917815065,19.226990544044764,1.6681163505492265,426.07416932293665,416.5368300286099,223.78863152167293,-138.22390888213616,-19.189362303633995,High,Low,Medium,2,0,1
39,2032,6,UAE-Dubai,389.8273930434992,-0.8985654266522083,257.2881479703078,69.78415178186995,-1.8905578407567831,2.347797320063545,4.6840732734261765,41.42226660986168,44.92300360473999,78.54400044543428,80.2447404608857,78.81827433421564,26.931991454626825,89.74332490170681,-0.9415707543950991,388.2055097490536,256.8409715804159,126.13373200478682,-93.47786786805996,-31.982542630810773,Medium,Medium,Low,1,1,0
40,2043,4,India-Kolkata,411.7315105245516,0.0782189607272427,214.97296876376788,72.3775714096023,1.878441359194571,3.4993283696168924,1.6223038161750447,10.553385836401862,36.934890771899866,83.83762748018691,20.50541956200679,3.700577975627517,43.75193582660272,62.38612858392379,0.7055275188010746,411.5731901404505,214.8332929152464,117.75699809406765,-68.26886077945485,-33.11173448079412,Medium,Medium,Low,1,1,0
41,2029,11,India-Gujrat,431.3214958931098,1.7495531471043706,88.46637137661928,61.48268102011888,1.1881492615365945,4.125664600747126,1.99546975545248,79.72530213349275,93.2623250209114,89.4703209009113,85.09103552922966,74.47304153240347,71.05532774610865,71.44759765427573,1.0497503134436288,428.2678540366443,89.8352891741611,58.00173378687329,-43.548893732716806,-35.158278172298346,Low,High,Low,0,2,0
42,2038,1,India-Kashmir,421.68786996952826,-1.4349016663849743,27.67792899210969,34.3155015197264,-0.7656632770528584,0.8182475885633866,2.824650381781253,44.48952239649581,57.39624763831168,77.51348221018847,46.25340206583053,81.6068581606886,58.00737375393391,93.23986885663449,-1.5495572922130059,420.03735632608664,27.53501904412635,14.665012181418955,-18.13100904328921,-31.935127259403195,Low,High,Low,0,2,0
43,2041,6,India-Kolkata,406.7396661370797,3.3941219799004942,262.9169824337929,64.49013474535758,-0.2344820254836546,1.8327074739865248,2.873481581920239,71.39517186110875,88.26023683300433,50.288131552302616,87.33916175685988,86.43056260873098,85.09434137979812,49.04877019962215,2.4690998582013455,404.0525099123543,264.5838141347906,141.4838655955504,-95.85533664852862,-18.63379270600024,Medium,Medium,Medium,1,1,1
44,2041,10,UK-London,397.4136184610412,-0.1757352947983754,493.073045179368,31.42502135444105,-1.3241036245891884,2.78065059471687,2.223993006765744,27.52519783465468,11.94124204285073,27.715048396740873,76.37995613567963,31.803527247459296,37.255198443373516,70.9850411984513,-0.44908876752406035,396.15677098973697,492.0115816166845,243.2274579717056,-163.0591012191509,-11.355472619210786,High,Low,High,2,0,2
45,2045,1,India-Chennai,396.4128272744382,3.72896013914094,479.4282930463927,87.34747746048215,-1.92260418665784,1.2576514777244865,3.255905799756031,93.5838146297862,10.574271753961861,35.72053048248872,78.68742188300529,71.6851512320821,97.19757947145366,32.09069191981193,2.214489151370103,391.8393792604885,479.1037073606153,228.3871049600798,-158.5828009242376,-12.959518702173426,High,Low,High,2,0,2
46,2045,10,India-Kolkata,401.39936215621407,2.4058395625313347,81.21496957421392,38.55413762817689,-0.2699752266035284,2.1624968692658717,4.454668498279807,36.841013750109184,31.987403211290456,24.90044397643124,85.72744453232453,43.040069661358416,75.09318831316206,58.17389367241549,1.9180237272934635,399.87718550082155,81.01111379710433,41.493763929667615,-40.68161355467882,-8.80936335419642,Low,High,High,0,2,2
47,2034,5,India-Gujrat,434.4807498795921,-1.979334811348208,242.7523555765509,35.348499065411126,-0.8377855028631247,4.834904319903968,2.83396991749644,77.23753923163437,90.23965639379506,63.24255232766682,25.58423179683691,63.89562198689839,16.870363027632486,82.00206084660545,-2.8916600727042274,431.5212694819483,243.81950405143266,136.20252454647516,-79.41936160387888,-27.032016974689267,Medium,Medium,Low,1,1,0
48,2031,7,India-Delhi,422.1936396464308,1.711513245204948,141.94667012961216,31.312603256005744,-0.1071285265426467,3.7426596342481098,1.1555133247428906,66.21303179737795,30.500762287037418,24.23837732726821,43.44501855968803,95.25942000478047,20.52005344773501,58.36370676173453,0.629636382530071,419.18799567943233,141.69441886298858,60.94555411664942,-50.94547481782215,-9.317569101389243,Low,High,High,0,2,2
49,2030,8,India-Kashmir,428.1505962422673,-1.9920155139741944,85.23003974552019,66.83335720012386,1.535908656254665,1.362037858608474,3.3707916082814906,10.492327285192438,21.43711113114105,29.30570791648558,3.3205242848523,24.62267391894909,44.73716305446152,42.42660463740279,-1.9088049805131875,427.8403509893191,85.02462098670637,44.018909048905684,-26.935013145187643,-12.867566154902145,Low,High,High,0,2,2
50,2037,9,India-Gujrat,420.95232227041134,0.9025529555904752,250.16781173082572,89.97994119043072,-1.0838868269581805,0.4829439506603672,4.008068624088834,50.626458786264585,22.312697536217897,30.450554763849002,24.182989600580342,39.87369207936895,35.27314838404207,84.77574224896462,0.19452932750367358,418.6441263064603,249.14167781193296,123.28990975095806,-79.50128953269447,-12.063504309037398,Medium,Medium,High,1,1,2
51,2037,10,India-Chennai,396.2045400506733,0.3183375098722489,207.9752153443391,72.38294030016675,1.109928821288149,3.732434583770088,1.212510770840704,93.98043254669327,32.334838297513336,47.66837668077943,32.2520162654506,3.831864240831362,73.41790897981214,25.374779461013496,-1.0845873742538221,391.8288668063138,208.43776490404423,113.15296109310984,-69.41556767400492,-19.718103096864066,Medium,Medium,Medium,1,1,1
52,2025,10,India-Delhi,394.4876937201746,4.601803241988391,102.73546957477149,83.8721142291648,0.6551628891177885,4.245574346027091,4.617073077007601,88.51929267997536,51.13060814872979,43.3288616055498,34.6394414485591,58.88556153702022,66.05790914390292,87.85078192730373,3.2647060044443816,390.57303516766314,102.5123721806873,54.81825622755854,-36.37571754214025,-15.372721039553292,Low,High,Medium,0,2,1
53,2027,1,India-Mumbai,382.93739396345626,3.764808776208887,86.43996678105154,51.29700672117991,0.2420855093782021,3.475073402384892,0.3010031286979353,12.854703268324375,10.017509358863663,8.459298378681023,70.81260791200087,41.391019782308035,72.49894370655923,21.09082119090935,3.592307694629209,382.3948338936287,86.31867563799926,37.88638667019712,-38.62120119594827,-1.2283347346948843,Low,High,High,0,2,2
54,2035,5,India-Delhi,386.0857341997087,2.9786719570412146,14.58907537437726,61.75871038324617,-0.0767540065322802,2.495445889599875,3.913855380829772,64.00836016956613,57.82322808899502,10.575839363098993,47.56188161598204,43.0269072472,71.70813695140059,48.62639943334774,1.8042631472808819,383.46354847212035,15.351244228380157,16.417209091448584,-13.396044332798102,-3.147777856871068,Low,High,High,0,2,2
55,2043,7,India-Mumbai,392.01979956378426,-0.2787702812605777,417.45299445071487,88.12690143774353,0.1609130780368244,1.1267435899580205,0.3801700189909651,67.69174557340774,50.32554327008189,37.99595899730625,34.90723483403819,66.79375098674095,37.2571233019836,57.7045723079179,-1.25264560275567,389.1384677178147,417.808669302659,210.64324743500586,-132.8251059987076,-15.949970960575904,High,Low,Medium,2,0,1
56,2044,6,India-Mumbai,416.5702724741734,-0.0476632733795061,299.7990024045853,57.35181959219474,-0.5299506331753556,1.2416687149125083,0.9109929729501876,49.75479663317126,43.27448597383997,1.6807257143703014,22.469426553095108,74.65771269427893,90.71910074061147,73.48665427427535,-1.0259519488992284,414.51527750225324,299.62750389831496,147.8645552024537,-94.79251725967319,-1.2878614550876577,Medium,Medium,High,1,1,2
57,2044,4,India-Chennai,387.61945475795625,0.0011578641923977,160.41416932326135,72.15643454886761,0.7516089925128804,1.9043107337083427,1.3300425403730936,93.65379713064893,14.201304879806443,21.200472416557105,69.83169624550595,55.70228542135176,33.216731738620034,5.157785728875009,-1.6599133542550097,383.0787779502219,160.73705275507805,73.4884607572106,-62.85142041732661,-9.476136979175848,Low,Medium,High,0,1,2
58,2030,7,UAE-Dubai,415.00905524803096,3.811697449077808,244.0358072479853,53.41875661683529,1.1595487839051537,3.7401009228429687,4.541067345829725,68.82919448369513,7.963451280702327,44.43942238808726,3.8821192190541143,22.397925015035312,70.19593220861023,14.163229977734193,2.8795077832847777,411.64723003665324,243.99144618685168,119.90517347462948,-72.8220545865524,-16.04806428526404,Medium,Medium,Medium,1,1,1
59,2033,11,USA-California,407.9964471290781,-0.92567541499606,10.365296394403256,89.8320424793555,-1.2310985507101817,3.8331068706361298,2.962500968079937,67.8122685345188,62.55871144731686,50.183589803451035,32.49623607962582,55.03182628131157,87.38327183725734,29.48143517870673,-1.7800848876519255,405.2314208168253,11.652429034248627,13.587462695057056,-10.707009881260522,-21.14148685397157,Low,High,Medium,0,2,1
60,2035,5,India-Kolkata,399.06011280686937,-1.2659330486809723,354.4343188896136,32.86101967888132,-1.7535353402331295,3.8194277857998777,3.979920839613696,25.14979443408055,21.749490084373523,45.00680154615385,10.755301270706042,59.87464607147855,46.48994642502666,76.90080900253032,-1.3188609219010448,398.0201179860091,353.5487874120942,171.32431151706345,-108.74324084652989,-18.79403717160217,Medium,Medium,Medium,1,1,1
61,2041,4,India-Kolkata,406.8999398409137,3.286217055574493,26.587718214699795,70.54962183949965,-0.8144739924743334,2.9162426580514937,1.533080344193064,89.86521770008463,74.26560278932565,37.61649019090358,75.29500603854979,94.29728121786361,21.255091949020542,38.43121463550433,1.8650776034818364,403.1493349838027,28.047062005669478,17.44375559605971,-22.727088768018064,-13.927549514272332,Low,High,Medium,0,2,1
62,2038,8,India-Mumbai,431.6534662533634,4.066728885408624,354.26379072403904,48.46539788226868,-1.3448680969041464,2.157975810571941,3.0513830945071434,50.31855345540893,98.2792678500803,29.501477330998526,22.60450718365059,37.36319397783211,46.65738036010425,44.09936917172621,3.3553725896104307,430.12033125909375,356.3301813761069,200.17623224751114,-110.07780681371801,-9.787367378633153,High,Medium,High,2,1,2
63,2036,3,India-Gujrat,432.8269704275291,1.2888887473128978,136.4289451010927,36.434451339338246,-0.7383697405476726,0.8655236627928081,2.1008328690268057,97.67831534323611,7.426111890968778,75.90192678971775,65.83463836067803,27.90254216121899,50.17032978762263,49.66924500966592,0.09434170834535316,428.017315779277,135.65834355762843,64.47649691386104,-53.826694056086,-30.304165690879888,Low,High,Low,0,2,0
64,2032,12,India-Kashmir,423.7734146222153,-0.7550894408978608,483.92971678586247,36.30217212393793,-1.7897749676372912,2.0535978892194646,0.0479589847569311,13.62794008590672,83.55136497701507,5.417217472098546,20.024272675759835,86.18590068043433,86.87472015964829,9.316452902622052,-0.9734760678950097,423.92753126769014,486.2499286771205,250.9531936955779,-150.2692235654461,-2.7509726295764247,High,Low,High,2,0,2
65,2038,5,India-Kolkata,399.1750728635464,4.850627742346655,318.92247955922664,83.19908091405084,-0.6974692274656826,0.3257735068836143,3.3610389249061385,93.62132153317482,17.276754789936042,5.789346997099109,86.51340639381779,86.41524322202326,95.71205235184709,97.15803866271746,3.036094781654149,394.666774334787,317.49762142967035,146.64878850741133,-111.337529795003,-0.4940819298471546,Medium,Medium,High,1,1,2
66,2045,5,USA-Texas,394.5309626329143,4.155536065266452,195.5922055701022,48.5398338003459,1.061291889068472,3.2733057956177687,2.4333794002088114,40.480633840861636,78.31887524220252,76.78778446499702,14.935876036115603,66.90091976973632,2.042776598648044,88.31643641449635,4.113801233099189,393.2901196932932,196.17544309907836,108.20320016825266,-60.19428764370696,-28.246833046139297,Medium,High,Low,1,2,0
67,2034,3,UK-London,399.4041809472516,0.939722299318804,199.49700765162396,81.63071059801331,0.5004312615961304,0.4685691306624123,0.0693082818699508,8.307424606198378,63.86271635000818,49.470703181593414,9.050178027977541,3.485395372562916,2.0988022065963285,32.44660782833763,1.2682808390107707,399.62743688044173,200.76395698555746,118.8437143232686,-61.53191036565843,-19.027312769230903,Medium,High,Medium,1,2,1
