Country,Region,Year,Latitude,Longitude,Rainfall_mm,Temperature_C,Soil_Moisture,Humidity_%,Wind_Speed_mps,CO2_ppm,Evaporation_mm_day,Rainfall_Lag_mm,FloodRisk_Score,FloodRisk_Level,DroughtRisk_Score,DroughtRisk_Level,HeatwaveRisk_Score,HeatwaveRisk_Level
India,Karnataka-Bangalore,1922,20.43920957461266,79.18595567887023,187.06,29.59,0.7,69.67,14.24,281.87,2.57,171.32,53.62,Medium,0.0,Low,34.49,Low
India,Delhi-Delhi,1922,20.415399698159266,79.20649140511802,174.77,27.77,0.7,83.92,8.77,277.23,3.22,187.0,58.95,Medium,0.0,Low,29.19,Low
India,Tamil Nadu-Chennai,1922,20.592637093105193,79.03690388462635,65.62,24.36,0.376,33.49,14.89,281.21,4.73,67.48,11.26,Low,0.0,Low,77.37,High
India,West Bengal-Kolkata,1922,20.94113667151686,78.77692200515627,75.26,21.77,0.435,48.9,5.58,281.77,5.12,92.4,13.24,Low,7.61,Low,51.17,Medium
India,Maharashtra-Mumbai,1923,20.383591844264494,79.2693611554785,168.27,31.15,0.7,63.89,14.36,288.69,5.01,148.3,36.19,Medium,0.0,Low,59.69,Medium
India,Karnataka-Bangalore,1923,20.465582952639945,78.55398193984087,154.91,16.21,0.7,42.31,13.43,273.44,4.06,138.58,31.0,Low,0.92,Low,31.58,Low
India,Delhi-Delhi,1923,20.175347464993767,78.5116817211686,293.34,9.92,0.7,95.0,14.14,281.58,5.88,277.62,30.81,Low,0.0,Low,1.18,Low
India,Tamil Nadu-Chennai,1923,20.11535074341546,79.42264841467792,201.95,24.13,0.7,67.04,7.63,278.23,8.53,195.87,22.56,Low,8.71,Low,28.8,Low
India,West Bengal-Kolkata,1923,20.337730989501157,78.81597267865125,135.76,34.84,0.7,56.96,5.34,275.03,4.79,165.68,17.42,Low,0.0,Low,65.07,Medium
India,Maharashtra-Mumbai,1924,20.46461261462647,79.08585991571422,150.61,29.43,0.7,64.74,11.0,279.0,5.14,156.39,19.85,Low,7.25,Low,50.74,Medium
India,Karnataka-Bangalore,1924,20.635616789315936,79.40146480877652,176.36,37.01,0.7,60.41,11.04,286.42,4.07,185.69,36.34,Medium,5.3,Low,70.45,High
India,Delhi-Delhi,1924,20.825071043803884,79.26348093038484,116.39,13.49,0.669,59.38,9.9,282.59,7.56,125.26,18.33,Low,0.0,Low,18.46,Low
India,Tamil Nadu-Chennai,1924,20.992552906679567,78.96525237244785,118.61,22.21,0.691,51.33,14.27,280.64,3.77,89.92,28.88,Low,0.0,Low,37.02,Medium
India,West Bengal-Kolkata,1924,20.76251845607704,79.21237452943767,187.7,25.11,0.7,58.57,10.38,278.61,6.95,189.91,22.56,Low,7.21,Low,36.48,Medium
India,Maharashtra-Mumbai,1925,20.911860059290355,79.16624222715649,219.26,21.78,0.7,67.21,16.8,272.31,8.14,223.8,20.99,Low,1.95,Low,23.97,Low
India,Karnataka-Bangalore,1925,20.836044879265422,79.04336876509716,174.1,19.28,0.7,60.81,11.12,282.56,5.2,185.7,45.41,Medium,2.52,Low,38.29,Medium
India,Delhi-Delhi,1925,20.717558080084064,79.04431431192309,143.34,35.03,0.7,44.14,13.92,281.71,2.29,127.86,26.82,Low,2.33,Low,69.73,Medium
India,Tamil Nadu-Chennai,1925,20.399527616286328,79.27379501970694,179.52,12.96,0.7,84.22,15.9,280.15,1.57,159.21,100.0,High,1.71,Low,0.0,Low
India,West Bengal-Kolkata,1925,20.363407071930705,78.51637549665092,165.56,12.94,0.7,78.28,11.56,280.93,1.8,186.09,80.08,High,0.0,Low,19.24,Low
India,Maharashtra-Mumbai,1926,20.20355759219963,79.1315731955928,156.94,32.59,0.7,62.06,20.3,291.78,4.5,142.37,28.78,Low,4.94,Low,39.34,Medium
India,Karnataka-Bangalore,1926,20.10454466566788,78.81058755880659,46.15,17.44,0.353,48.09,9.31,284.0,0.66,53.45,33.21,Low,0.0,Low,40.62,Medium
India,Delhi-Delhi,1926,20.54913575623826,79.44003257528547,144.65,3.64,0.7,65.63,11.83,278.3,3.97,160.54,45.78,Medium,0.0,Low,4.17,Low
India,Tamil Nadu-Chennai,1926,20.13086861626648,78.62893506307216,101.07,16.37,0.527,35.87,9.04,283.29,0.5,102.6,100.0,High,0.0,Low,53.14,Medium
India,West Bengal-Kolkata,1926,20.963578624106777,79.38087240053181,136.74,19.28,0.7,64.92,7.35,280.12,4.45,171.27,22.8,Low,0.0,Low,34.33,Low
India,Maharashtra-Mumbai,1927,20.985206837687198,78.97167744211566,91.66,12.31,0.512,63.57,0.0,279.45,3.19,94.47,14.39,Low,0.0,Low,11.21,Low
India,Karnataka-Bangalore,1927,20.20976213181925,79.35052728073988,202.9,33.71,0.7,85.38,10.39,279.19,8.05,194.81,17.28,Low,0.0,Low,26.6,Low
India,Delhi-Delhi,1927,20.660778304668913,78.81609672589784,151.66,9.73,0.7,56.72,8.81,281.21,3.75,157.39,25.51,Low,0.43,Low,11.16,Low
India,Tamil Nadu-Chennai,1927,20.50039682698966,79.4423786169086,95.55,18.3,0.499,56.66,12.5,278.61,5.2,84.28,15.46,Low,0.0,Low,31.48,Low
India,West Bengal-Kolkata,1927,20.515436438616415,78.96761037868445,122.48,12.19,0.647,39.25,13.99,277.8,5.54,80.73,3.71,Low,0.0,Low,20.34,Low
India,Maharashtra-Mumbai,1928,20.15337497047277,79.44996023238994,115.39,28.29,0.669,41.78,12.65,291.21,0.5,127.34,100.0,High,1.29,Low,67.55,Medium
India,Karnataka-Bangalore,1928,20.931828776758273,78.59977237662628,114.33,32.88,0.651,49.68,8.4,286.72,7.07,147.45,16.48,Low,7.41,Low,85.16,High
India,Delhi-Delhi,1928,20.529134908570217,78.8369444294249,128.91,5.27,0.695,72.55,11.63,282.9,6.66,162.08,14.6,Low,1.61,Low,8.46,Low
India,Tamil Nadu-Chennai,1928,20.424905614657085,78.59927207266338,180.56,24.79,0.7,75.77,10.41,281.56,5.81,196.93,24.17,Low,0.9,Low,26.65,Low
India,West Bengal-Kolkata,1928,20.85245868574069,79.33676563676174,119.4,28.54,0.634,44.09,7.78,285.89,6.51,133.23,21.84,Low,6.18,Low,69.17,Medium
India,Maharashtra-Mumbai,1929,20.43569599350392,78.64159771680141,160.24,22.52,0.7,53.14,0.0,285.4,10.29,163.28,15.47,Low,1.14,Low,59.12,Medium
India,Karnataka-Bangalore,1929,20.786650823876894,79.38249938117728,178.29,13.95,0.7,79.11,17.97,281.94,3.02,180.17,72.25,High,2.97,Low,13.04,Low
India,Delhi-Delhi,1929,20.4251972416459,79.26285344859801,201.13,19.2,0.7,67.93,13.14,290.85,3.36,223.68,44.1,Medium,0.0,Low,24.77,Low
India,Tamil Nadu-Chennai,1929,20.58836777273948,78.87892544950454,191.77,18.42,0.7,79.62,8.66,278.97,10.15,190.88,7.18,Low,3.61,Low,11.01,Low
India,West Bengal-Kolkata,1929,20.280687720663668,78.49654966784809,304.2,21.51,0.7,95.0,0.0,274.11,2.52,321.86,76.42,High,0.0,Low,0.0,Low
India,Maharashtra-Mumbai,1930,20.733999543239015,78.86873417109808,226.29,27.79,0.7,63.97,7.38,287.45,2.56,215.6,55.94,Medium,0.0,Low,34.02,Low
India,Karnataka-Bangalore,1930,20.487183529618456,79.12808513657065,110.57,22.32,0.556,35.42,18.82,278.79,3.37,90.83,8.74,Low,0.0,Low,60.87,Medium
India,Delhi-Delhi,1930,20.64204718085198,78.89612652913532,144.2,21.99,0.7,62.83,9.81,290.52,5.23,141.94,31.57,Low,3.86,Low,31.09,Low
India,Tamil Nadu-Chennai,1930,20.924930236799298,79.44440218070355,72.69,16.95,0.419,28.24,12.76,295.03,6.44,79.73,6.39,Low,2.36,Low,42.96,Medium
India,West Bengal-Kolkata,1930,20.690516860433654,79.12503667454625,73.23,5.57,0.385,44.91,12.59,281.37,5.37,84.56,0.0,Low,0.0,Low,17.73,Low
India,Maharashtra-Mumbai,1931,20.387121715623174,79.02640464029689,274.88,13.26,0.7,85.93,10.9,288.54,1.96,274.96,100.0,High,5.92,Low,5.13,Low
India,Karnataka-Bangalore,1931,20.19659825313377,78.5351377817358,256.25,20.05,0.7,95.0,13.54,282.69,6.26,241.66,19.1,Low,5.95,Low,0.0,Low
India,Delhi-Delhi,1931,20.63190094737836,79.3329458358764,199.0,18.52,0.7,82.66,15.31,283.23,6.27,221.9,32.35,Low,2.56,Low,18.92,Low
India,Tamil Nadu-Chennai,1931,20.270575345127334,79.02794523055262,213.19,11.68,0.7,79.45,10.14,285.65,6.88,220.93,10.64,Low,2.64,Low,2.26,Low
India,West Bengal-Kolkata,1931,20.81476677152876,78.52535634079894,174.75,30.55,0.7,58.44,15.22,289.84,5.57,195.0,20.57,Low,0.84,Low,44.98,Medium
India,Maharashtra-Mumbai,1932,21.029067698512897,79.25878323577366,234.56,16.22,0.7,73.28,7.77,293.27,8.16,242.4,17.73,Low,0.0,Low,11.26,Low
India,Karnataka-Bangalore,1932,20.32360775104991,78.50209318963635,33.98,11.95,0.16,26.09,13.41,285.17,3.35,-0.67,0.0,Low,3.47,Low,33.07,Low
India,Delhi-Delhi,1932,20.69773679487886,78.9726885110165,118.14,15.26,0.61,48.07,6.81,291.95,7.84,126.7,13.39,Low,0.0,Low,35.93,Medium
India,Tamil Nadu-Chennai,1932,20.626974422893415,79.0529399348417,99.59,14.73,0.556,46.29,12.92,288.72,7.17,112.35,8.8,Low,0.0,Low,29.21,Low
India,West Bengal-Kolkata,1932,20.813420113688586,78.95587573507876,163.43,16.22,0.7,74.57,22.63,283.35,4.02,147.76,27.19,Low,2.69,Low,20.94,Low
India,Maharashtra-Mumbai,1933,20.748451834658425,79.31058172909424,174.34,22.83,0.7,69.89,14.29,291.54,8.06,184.07,23.58,Low,0.0,Low,38.53,Medium
India,Karnataka-Bangalore,1933,20.425118854259143,79.2035082562916,126.4,23.34,0.683,68.06,10.96,286.73,2.28,115.21,52.62,Medium,1.79,Low,36.72,Medium
India,Delhi-Delhi,1933,20.63126657867611,79.422992003859,222.54,17.18,0.7,76.26,12.04,285.57,4.19,227.98,44.71,Medium,6.25,Low,11.1,Low
India,Tamil Nadu-Chennai,1933,20.135742033812512,79.33153680615237,172.63,15.92,0.7,63.87,7.22,295.91,2.1,205.61,53.39,Medium,5.19,Low,26.33,Low
India,West Bengal-Kolkata,1933,20.36325952699821,79.4108635622504,136.66,30.87,0.676,56.19,13.17,280.36,8.32,123.19,9.51,Low,0.0,Low,55.74,Medium
India,Maharashtra-Mumbai,1934,20.954358249839636,78.93320990669154,177.41,23.16,0.7,69.96,13.21,293.65,5.39,166.77,25.54,Low,0.28,Low,38.98,Medium
India,Karnataka-Bangalore,1934,20.52030589489946,78.66052472670033,105.55,14.36,0.577,35.2,12.82,283.83,6.99,109.7,7.18,Low,0.0,Low,17.94,Low
India,Delhi-Delhi,1934,20.690020548119303,78.7516625787093,175.53,26.71,0.7,64.63,9.98,281.21,8.01,162.37,13.68,Low,0.73,Low,41.0,Medium
India,Tamil Nadu-Chennai,1934,20.16857849715502,78.85692327620158,161.72,19.73,0.7,72.23,13.12,284.53,4.11,157.59,30.82,Low,0.77,Low,23.76,Low
India,West Bengal-Kolkata,1934,20.799060519450915,79.33096912374607,188.11,27.58,0.7,62.27,16.59,287.99,9.15,198.45,14.79,Low,1.53,Low,41.68,Medium
India,Maharashtra-Mumbai,1935,20.87969850714248,79.11870777550087,327.9,16.22,0.7,86.25,13.77,281.86,6.13,335.43,31.33,Low,0.0,Low,0.0,Low
India,Karnataka-Bangalore,1935,20.95827250540838,79.1871690697663,244.44,16.58,0.7,64.24,11.12,292.74,8.37,251.32,14.88,Low,0.0,Low,30.61,Low
India,Delhi-Delhi,1935,20.300662189005667,79.08296658356348,232.61,21.88,0.7,80.54,6.57,289.12,4.42,257.37,50.56,Medium,4.25,Low,9.08,Low
India,Tamil Nadu-Chennai,1935,20.449233369399767,79.05295085143491,82.82,17.55,0.399,58.17,7.66,289.23,4.91,75.66,0.0,Low,2.48,Low,26.24,Low
India,West Bengal-Kolkata,1935,20.33871427258763,79.07714498660403,99.7,30.32,0.575,58.41,16.11,293.57,4.82,94.26,22.88,Low,0.51,Low,69.05,Medium
India,Maharashtra-Mumbai,1936,20.35974961151699,78.5170868560893,153.12,26.3,0.7,59.82,10.39,278.01,6.83,147.92,6.79,Low,15.26,Low,40.0,Medium
India,Karnataka-Bangalore,1936,20.11997358987268,78.76792994159119,93.69,23.71,0.551,51.5,6.75,293.37,4.67,85.48,10.41,Low,2.31,Low,64.96,Medium
India,Delhi-Delhi,1936,20.587174764008427,79.07784724020121,213.04,22.09,0.7,84.48,13.19,282.28,8.27,230.23,20.61,Low,0.0,Low,13.13,Low
India,Tamil Nadu-Chennai,1936,20.828449209251325,79.33851556130134,48.91,31.96,0.248,50.25,12.85,291.61,6.27,29.57,0.38,Low,3.39,Low,55.42,Medium
India,West Bengal-Kolkata,1936,20.414585829900272,78.82646153487138,99.18,33.24,0.496,28.3,6.81,281.38,8.28,84.04,0.0,Low,0.0,Low,100.0,High
India,Maharashtra-Mumbai,1937,20.56918187762973,78.48564206580643,80.6,29.52,0.376,60.57,0.88,300.14,6.45,70.4,8.91,Low,6.73,Low,63.12,Medium
India,Karnataka-Bangalore,1937,20.3334822965763,79.38703454479631,133.16,14.48,0.631,55.65,5.06,282.98,5.36,112.28,23.24,Low,4.27,Low,22.07,Low
India,Delhi-Delhi,1937,20.211886093336947,78.64114934953467,91.85,7.82,0.537,66.84,11.11,289.3,3.13,70.89,17.74,Low,1.09,Low,9.91,Low
India,Tamil Nadu-Chennai,1937,21.041403342206657,79.06161182014633,152.44,20.9,0.7,53.86,2.99,297.25,2.51,162.83,59.01,Medium,0.0,Low,61.44,Medium
India,West Bengal-Kolkata,1937,20.185535313834666,79.08385932467657,283.36,13.88,0.7,91.92,6.33,286.73,5.91,264.99,47.17,Medium,0.0,Low,0.0,Low
India,Maharashtra-Mumbai,1938,20.684476335186172,78.95676685885917,248.35,14.11,0.7,74.13,12.84,297.14,4.24,251.4,28.93,Low,0.0,Low,9.77,Low
India,Karnataka-Bangalore,1938,20.60905979090827,78.52761256359221,112.69,18.96,0.649,62.85,10.54,291.31,9.24,130.28,3.76,Low,9.11,Low,37.56,Medium
India,Delhi-Delhi,1938,20.555205612283718,78.52014234260078,154.56,25.01,0.7,51.71,10.85,281.93,4.78,168.12,36.06,Medium,0.0,Low,59.0,Medium
India,Tamil Nadu-Chennai,1938,20.242416013330416,79.45248350215837,154.38,9.28,0.7,61.63,16.14,285.25,5.45,162.29,28.64,Low,3.79,Low,23.86,Low
India,West Bengal-Kolkata,1938,20.126160380524762,78.76312835594533,70.13,14.25,0.309,49.11,4.48,278.24,5.78,32.73,6.58,Low,1.99,Low,37.77,Medium
India,Maharashtra-Mumbai,1939,21.020595214643915,78.57636639788547,123.68,24.28,0.7,60.42,13.0,286.96,4.53,141.5,22.31,Low,0.89,Low,48.52,Medium
India,Karnataka-Bangalore,1939,20.73097207734533,79.28248056363435,199.07,20.37,0.7,75.39,10.05,282.94,2.87,203.64,52.15,Medium,0.59,Low,11.51,Low
India,Delhi-Delhi,1939,20.596141862840245,78.8995116886329,167.0,15.4,0.7,68.8,3.59,284.67,5.83,177.33,29.16,Low,1.15,Low,26.32,Low
India,Tamil Nadu-Chennai,1939,21.073678925263412,78.69918010421591,131.85,15.66,0.69,58.07,10.8,289.52,5.87,113.99,17.94,Low,11.81,Low,21.18,Low
India,West Bengal-Kolkata,1939,20.976604215240467,78.90978464882132,119.57,18.9,0.589,65.99,8.42,293.89,6.52,120.02,11.22,Low,0.0,Low,31.35,Low
India,Maharashtra-Mumbai,1940,20.62531013145259,78.67520187201723,184.76,20.48,0.7,57.22,15.98,289.21,4.95,198.76,29.04,Low,0.0,Low,20.01,Low
India,Karnataka-Bangalore,1940,20.484476278570035,78.91944676840598,167.09,17.04,0.7,74.84,4.4,282.0,4.19,168.42,38.61,Medium,4.09,Low,22.21,Low
India,Delhi-Delhi,1940,20.726669682167206,79.07393358476006,104.79,20.86,0.597,44.18,20.07,290.68,4.27,102.02,8.16,Low,7.17,Low,34.64,Low
India,Tamil Nadu-Chennai,1940,20.864653531181183,79.1213706110704,122.92,9.98,0.643,57.41,6.46,286.09,6.76,113.81,18.85,Low,0.0,Low,16.59,Low
India,West Bengal-Kolkata,1940,20.705012968038865,79.23463378063778,279.9,24.25,0.7,95.0,10.29,291.34,8.06,272.28,28.6,Low,2.15,Low,9.43,Low
India,Maharashtra-Mumbai,1941,20.314615611843852,78.83216702383751,45.74,18.95,0.181,44.94,10.74,288.08,4.34,42.58,1.52,Low,8.46,Low,49.06,Medium
India,Karnataka-Bangalore,1941,20.951369996363436,79.30651433869028,166.95,19.29,0.7,79.46,12.45,294.17,6.33,149.35,18.44,Low,0.47,Low,14.41,Low
India,Delhi-Delhi,1941,20.815979909985295,79.27778532985694,151.83,19.94,0.7,65.31,13.62,302.0,7.15,180.32,17.92,Low,4.23,Low,36.41,Medium
India,Tamil Nadu-Chennai,1941,20.72629135397925,79.22112153704315,76.54,19.52,0.422,36.8,7.1,293.44,8.34,70.62,2.14,Low,0.0,Low,62.96,Medium
India,West Bengal-Kolkata,1941,20.095229613542912,79.22099076002809,63.01,32.27,0.31,38.06,5.9,286.41,0.81,54.17,27.7,Low,0.0,Low,87.28,High
India,Maharashtra-Mumbai,1942,20.785618146496805,78.46321826360428,225.76,8.45,0.7,95.0,7.18,291.92,8.08,195.66,31.18,Low,4.92,Low,0.0,Low
India,Karnataka-Bangalore,1942,20.91504941018006,78.95825568226344,216.95,27.28,0.7,82.87,13.41,277.13,6.6,223.43,20.58,Low,0.0,Low,19.23,Low
India,Delhi-Delhi,1942,20.688225294063738,79.19566311423918,261.25,12.47,0.7,88.07,8.87,286.2,4.26,244.91,44.13,Medium,1.91,Low,0.03,Low
India,Tamil Nadu-Chennai,1942,20.116196708532065,78.48419176389135,118.33,11.26,0.68,34.71,10.85,296.16,4.61,123.87,25.28,Low,0.0,Low,26.8,Low
India,West Bengal-Kolkata,1942,20.223479972415944,78.54060151375712,256.34,20.44,0.7,76.7,6.99,293.34,3.0,251.81,78.44,High,0.92,Low,20.82,Low
India,Maharashtra-Mumbai,1943,20.336978799072,79.36625458052103,99.58,13.55,0.502,46.88,17.84,288.87,4.97,98.06,5.06,Low,4.41,Low,30.12,Low
India,Karnataka-Bangalore,1943,20.11182339677549,79.12378968617558,180.96,21.23,0.7,60.9,13.97,285.23,5.59,201.31,25.45,Low,2.13,Low,33.07,Low
India,Delhi-Delhi,1943,20.241246828734933,78.68531692995123,187.98,18.17,0.7,77.77,23.32,290.02,5.3,182.29,29.93,Low,0.0,Low,0.0,Low
India,Tamil Nadu-Chennai,1943,20.255774540163276,79.40569814700028,204.24,24.18,0.7,60.75,13.1,301.79,5.04,215.16,34.7,Low,0.19,Low,51.33,Medium
India,West Bengal-Kolkata,1943,20.348620834888038,78.62470635343229,219.72,25.51,0.7,59.48,10.47,289.7,6.02,214.95,33.51,Low,4.88,Low,55.55,Medium
India,Maharashtra-Mumbai,1944,20.628701797952715,78.95781250803428,104.89,23.11,0.553,62.46,10.57,284.81,6.84,114.91,16.01,Low,3.86,Low,45.48,Medium
India,Karnataka-Bangalore,1944,20.62302886724614,78.61795482283534,208.95,19.19,0.7,80.13,7.86,290.67,5.97,217.15,31.8,Low,0.0,Low,24.24,Low
India,Delhi-Delhi,1944,20.530323418368347,79.0752980250698,234.73,20.91,0.7,81.47,4.69,294.14,4.63,219.95,31.93,Low,0.0,Low,23.54,Low
India,Tamil Nadu-Chennai,1944,20.980258053017803,78.53940658464302,101.68,22.51,0.588,53.05,11.52,301.04,5.7,106.23,4.4,Low,0.0,Low,58.22,Medium
India,West Bengal-Kolkata,1944,20.584212447250298,79.28824925243721,119.71,12.73,0.691,59.41,8.81,290.17,4.22,133.55,25.18,Low,6.65,Low,15.81,Low
India,Maharashtra-Mumbai,1945,20.93144755308476,78.93128716739815,152.28,30.7,0.7,64.18,6.05,298.47,2.76,158.31,54.33,Medium,5.19,Low,57.24,Medium
India,Karnataka-Bangalore,1945,20.78415057350983,78.97265475314505,109.34,12.75,0.622,53.66,11.75,294.95,6.27,92.69,11.86,Low,3.68,Low,19.23,Low
India,Delhi-Delhi,1945,20.537055543806424,78.92035827120192,158.45,21.95,0.7,64.22,9.68,291.56,3.11,161.78,50.44,Medium,3.14,Low,43.81,Medium
India,Tamil Nadu-Chennai,1945,20.843961903596785,79.26490677684143,215.16,13.27,0.7,81.11,11.84,301.69,4.55,220.4,16.75,Low,0.0,Low,0.56,Low
India,West Bengal-Kolkata,1945,20.389919111506984,79.2031931987316,175.7,26.98,0.7,74.16,11.07,296.17,3.7,174.45,46.09,Medium,1.04,Low,49.27,Medium
India,Maharashtra-Mumbai,1946,20.153640909286644,79.2913735143857,164.3,13.36,0.7,67.87,10.95,298.01,0.5,154.13,100.0,High,0.0,Low,22.89,Low
India,Karnataka-Bangalore,1946,20.533380014379187,79.06708957871875,223.31,22.62,0.7,64.52,13.91,288.17,5.06,227.16,26.05,Low,1.0,Low,43.81,Medium
India,Delhi-Delhi,1946,20.83359391617656,78.9662660594952,161.68,15.8,0.7,49.14,6.94,292.81,4.14,172.06,38.39,Medium,0.0,Low,51.45,Medium
India,Tamil Nadu-Chennai,1946,20.370683215515974,78.66699257843842,137.7,10.86,0.7,68.39,7.11,295.4,10.46,132.04,8.94,Low,1.32,Low,11.68,Low
India,West Bengal-Kolkata,1946,20.2038383934766,78.80522314280168,151.28,29.39,0.7,59.65,6.46,285.43,1.39,175.04,100.0,High,8.49,Low,73.23,High
India,Maharashtra-Mumbai,1947,21.045060511484987,79.28119828255022,158.69,16.47,0.7,54.66,11.71,289.34,0.58,172.01,100.0,High,0.0,Low,33.9,Low
India,Karnataka-Bangalore,1947,20.170180014081904,78.81477129183598,176.52,22.16,0.7,79.41,9.51,293.59,6.42,173.02,25.21,Low,3.64,Low,23.64,Low
India,Delhi-Delhi,1947,20.232137123793457,78.47170661073089,48.17,14.85,0.259,66.42,7.57,283.7,6.47,35.34,9.08,Low,0.0,Low,36.82,Medium
India,Tamil Nadu-Chennai,1947,20.762966622394433,78.73538117425541,109.76,28.81,0.668,49.45,11.44,294.8,4.73,97.6,6.36,Low,6.74,Low,70.26,High
India,West Bengal-Kolkata,1947,20.778405018492137,78.83455288702011,134.8,27.05,0.663,47.32,7.85,293.75,4.68,155.99,21.98,Low,0.0,Low,46.46,Medium
India,Maharashtra-Mumbai,1948,20.76712063973501,79.06577924945269,114.45,10.97,0.621,55.69,5.95,296.12,4.05,114.67,19.24,Low,2.46,Low,18.16,Low
India,Karnataka-Bangalore,1948,20.113352096328185,79.21621361395017,41.77,17.95,0.241,37.42,11.14,295.2,6.81,64.87,0.0,Low,0.0,Low,49.76,Medium
India,Delhi-Delhi,1948,20.64371148535801,79.00170481241,180.05,25.94,0.7,60.58,6.06,290.9,4.66,187.13,26.48,Low,2.9,Low,46.74,Medium
India,Tamil Nadu-Chennai,1948,20.229196701345696,78.9040437492022,137.68,6.24,0.7,60.46,14.5,303.8,7.25,144.4,4.47,Low,13.33,Low,1.33,Low
India,West Bengal-Kolkata,1948,20.31774973610321,79.4240288471655,178.06,22.87,0.7,66.59,11.54,292.04,5.54,183.21,21.33,Low,0.0,Low,31.51,Low
India,Maharashtra-Mumbai,1949,20.953547522514544,79.04873152213132,63.12,23.99,0.323,49.02,6.37,295.7,0.5,22.38,46.49,Medium,3.29,Low,74.21,High
India,Karnataka-Bangalore,1949,20.917518922106304,79.2245277946547,155.37,25.31,0.7,59.56,9.03,300.17,6.19,199.48,31.21,Low,0.0,Low,59.23,Medium
India,Delhi-Delhi,1949,20.22443512940812,78.75939558837167,218.72,29.68,0.7,64.8,6.58,291.82,6.71,211.0,23.8,Low,4.37,Low,43.04,Medium
India,Tamil Nadu-Chennai,1949,20.748540515670054,79.22611593279558,214.21,23.68,0.7,64.02,9.18,290.78,3.65,216.38,42.29,Medium,0.0,Low,37.17,Medium
India,West Bengal-Kolkata,1949,20.389565677953875,78.53686207527616,237.3,25.74,0.7,75.67,10.41,293.69,3.58,252.27,41.16,Medium,4.47,Low,25.27,Low
India,Maharashtra-Mumbai,1950,20.411495701247883,78.93643698634378,75.64,25.98,0.431,47.9,16.8,288.46,0.5,72.89,62.54,Medium,3.28,Low,62.4,Medium
India,Karnataka-Bangalore,1950,20.80395263250659,79.28253479438419,164.19,27.16,0.7,51.28,10.33,291.31,6.78,191.7,14.79,Low,0.0,Low,50.27,Medium
India,Delhi-Delhi,1950,20.8386452341262,78.77758679526112,149.44,20.9,0.7,61.44,14.13,290.66,3.68,154.0,32.73,Low,0.0,Low,40.57,Medium
India,Tamil Nadu-Chennai,1950,20.981872144810733,78.89381741957652,136.42,15.59,0.7,56.63,19.91,302.84,2.34,128.59,45.41,Medium,0.87,Low,38.27,Medium
India,West Bengal-Kolkata,1950,20.388052208639444,78.56536492225085,222.23,25.83,0.7,69.94,10.0,298.01,2.11,256.68,59.51,Medium,0.0,Low,37.64,Medium
India,Maharashtra-Mumbai,1951,20.940348001119894,78.67199405469866,127.76,18.37,0.7,52.82,11.83,300.35,8.2,138.89,11.44,Low,0.0,Low,52.83,Medium
India,Karnataka-Bangalore,1951,20.734832604022312,78.8551309076115,188.3,13.73,0.7,73.69,7.28,294.69,5.08,203.34,17.49,Low,0.0,Low,14.08,Low
